Account ID,Member ID,Account Type,Account Open Date,Member Age,Product ID,Post Date,Post Time,Amount,Action Type,Source Type,Transaction Description,Fraud Adjustment Indicator
1663668342,38616906,General Membership,10/30/2023,60,0007,10/11/2024,926,$195.00,Deposit,,,REFUND UNAUTHORIZED ZELLE CHARGES
9339778615,981630569,General Membership,7/20/2023,24,0007,10/11/2024,1018,$150.00,Deposit,,,10/11 EARNIN RETURN-UNAUTH TRANS
9339778615,981630569,General Membership,7/20/2023,24,0007,10/11/2024,1450,$150.00,Deposit,,,10/11 EARNIN RETURN-UNAUTH TRANS
9339778615,981630569,General Membership,7/20/2023,24,0007,10/11/2024,1450,$100.00,Deposit,,,10/11 EARNIN RETURN-UNAUTH TRANS
9339778615,981630569,General Membership,7/20/2023,24,0007,10/11/2024,1450,$51.99,Deposit,,,10/11 BRIGIT-COM RETURN-UNAUTH TRANS
4963023577,542179322,General Membership,11/22/2006,42,0009,10/16/2024,900,$28.77,Deposit,,,RTN VERIZON WIRELESS UNAUTH
1215110585,841102515,General Membership,5/17/2024,52,0007,10/18/2024,1409,$47.00,Deposit,,,10/10 ALBERT RETURN-UNAUTH TRANS
1215110585,841102515,General Membership,5/17/2024,52,0007,10/18/2024,1409,$28.00,Deposit,,,10/11 ALBERT RETURN-UNAUTH TRANS
1215110585,841102515,General Membership,5/17/2024,52,0007,10/18/2024,1411,$45.00,Deposit,,,10/7 ALBERT RETURN-UNAUTH TRANS
1215110585,841102515,General Membership,5/17/2024,52,0007,10/18/2024,1415,$55.00,Deposit,,,10/3 ALBERT RETURN-UNAUTH TRANS
1215110585,841102515,General Membership,5/17/2024,52,0007,10/18/2024,1423,$7.00,Deposit,,,10/16 ALBERT RETURN-UNAUTH TRANS
1215110585,841102515,General Membership,5/17/2024,52,0007,10/18/2024,1423,$10.00,Deposit,,,10/17 ALBERT RETURN-UNAUTH TRANS
267500489,25795200,General Membership,5/4/2018,55,0007,10/21/2024,1202,$423.00,Deposit,,,10/17 SYNCHRONY BANK RETURN-UNAUTH TRANS
858148220,473996540,General Membership,8/15/2000,54,0009,10/21/2024,1208,$25.40,Deposit,,,10/17 PLANET FITNESS M RETURN-UNAUTH TRANS
8015188961,576034980,General Membership,7/28/2021,60,0007,10/21/2024,1557,$631.28,Deposit,,,10/15 NEWREZ-SHELLPOIN RETURN-UNAUTH TRANS
5660702311,632881375,General Membership,1/6/2021,54,0007,10/22/2024,1647,$149.99,Deposit,,,10/22 LENDINGPOINT LLC RETURN-UNAUTH TRANS
7645211395,975734228,General Membership,10/16/2021,55,0007,10/23/2024,1435,$25.40,Deposit,,,10/17 PLANET FITNESS C RETURN-UNAUTH TRANS
2978876044,670974611,General Membership,8/17/2012,41,0007,10/24/2024,1117,$17.00,Deposit,,,RTN OELEZ DIGITAL SE UNAUTH
1768926611,883865306,General Membership,4/3/2024,31,0007,10/24/2024,1128,$512.86,Deposit,,,RTN ALLY UNAUTH
2546932803,983376976,General Membership,6/16/2017,58,0007,10/24/2024,1221,$125.17,Deposit,,,10/22 SUNNOVA RETURN-UNAUTH TRANS
935846347,840805870,General Membership,1/29/1990,64,0009,10/31/2024,1012,$17.75,Deposit,,,RTN FIDELITY 09/05 UNAUTH
935846347,840805870,General Membership,1/29/1990,64,0009,10/31/2024,1012,$128.62,Deposit,,,RTN AETNACONT 10/3 UNAUTH
935846347,840805870,General Membership,1/29/1990,64,0009,10/31/2024,1012,$128.62,Deposit,,,RTN AETNACONT 9/4 UNAUTH
935846347,840805870,General Membership,1/29/1990,64,0009,10/31/2024,1012,$131.00,Deposit,,,RTN FIRSTENROLLHLTHP 10/29 UNAUTH
935846347,840805870,General Membership,1/29/1990,64,0009,10/31/2024,1012,$17.75,Deposit,,,RTN FIDELITY 10/3 UNAUTH
40815361,921192467,General Membership,11/3/2009,19,0007,11/6/2024,1055,$500.00,Withdrawal,,,11/5 MOB ADJ CK#4764 RTN PER FRAUD
40815361,921192467,General Membership,11/3/2009,19,0007,11/6/2024,1136,$500.00,Withdrawal,,,11/5 MOB ADJ CK#7714 RTN PER FRAUD
40815361,921192467,General Membership,11/3/2009,19,0000,11/6/2024,1147,"$1,000.00",Withdrawal,,,11/5 MOB DEP ADJ CK 7164 RET PER FRAUD
40815361,921192467,General Membership,11/3/2009,19,0000,11/6/2024,1151,$500.00,Withdrawal,,,11/5 MOB ADJ CK 1176 RTN PER FRAUD
40815361,921192467,General Membership,11/3/2009,19,0007,11/6/2024,1152,$500.00,Withdrawal,,,11/5 MOB DEP ADJY #2177 RTN PER FRAUD
40815361,921192467,General Membership,11/3/2009,19,0000,11/6/2024,1202,$500.00,Withdrawal,,,11/5 MOB DEP ADJ CK 1574 RTN PER FRAUD
40815361,921192467,General Membership,11/3/2009,19,0007,11/6/2024,1203,$500.00,Withdrawal,,,11/5 MOB DEP ADJ CK 7677 RTN PER FRAUD
6414764997,623452342,LLC,11/8/2016,0,0010,11/13/2024,1208,$397.05,Deposit,,,RTN COMMWLTHOFPAPATH UNAUTH
6414764997,623452342,LLC,11/8/2016,0,0010,11/13/2024,1208,$397.01,Deposit,,,RTN COMMWLTHOFPAPATH UNAUTH
267500489,25795200,General Membership,5/4/2018,55,0007,11/19/2024,759,$30.00,Deposit,,,10/21 SYNCHRONY BANK RETURN-UNAUTH TRANS
5776035960,678955000,General Membership,8/28/2004,70,0009,11/19/2024,1136,"$4,500.00",Deposit,,,RTN COINBASE INC. UNAUTH
8270684266,871450422,General Membership,9/21/2013,47,0007,11/19/2024,1156,$35.00,Deposit,,,RTN CAPITAL ONE 11/18 UNAUTH
8270684266,871450422,General Membership,9/21/2013,47,0007,11/19/2024,1158,$25.40,Deposit,,,RTN PLANETFITNESS N 11/18 UNAUTH
8077365987,98755944,General Membership,8/15/2024,37,0007,11/20/2024,1244,$115.87,Deposit,,,RTN COINBASE.COM UNAUTH
8077365987,98755944,General Membership,8/15/2024,37,0007,11/20/2024,1244,$100.00,Deposit,,,RTN COINBASE.COM UNAUTH
8270684266,871450422,General Membership,9/21/2013,47,0007,11/21/2024,936,$422.37,Deposit,,,RTN DISCOVER UNAUTH
5660702311,632881375,General Membership,1/6/2021,54,0007,11/22/2024,958,$149.99,Deposit,,,11/22 LENDINGPOINT LLC RETURN-UNAUTH TRANS
5685466435,495938092,General Membership,11/17/2023,32,0007,11/22/2024,1005,$82.53,Deposit,,,11/22 OPPFINANC RETURN-UNAUTH TRANS
5081923615,271270912,General Membership,5/23/2019,50,0007,11/25/2024,1030,$500.00,Withdrawal,,,11/24 MOB ADJ CK 19-356716155 PER FRAUD
5081923615,271270912,General Membership,5/23/2019,50,0007,11/25/2024,1031,$500.00,Withdrawal,,,11/24 MOB ADJ CK 19-356716155 PER FRAUD
5081923615,271270912,General Membership,5/23/2019,50,0007,11/25/2024,1031,$500.00,Withdrawal,,,11/24 MOB ADJ CK 19-356716155 PER FRAUD
5081923615,271270912,General Membership,5/23/2019,50,0007,11/25/2024,1032,$500.00,Withdrawal,,,11/24 MOB ADJ CK 19-356716155 PER FRAUD
5081923615,271270912,General Membership,5/23/2019,50,0007,11/25/2024,1033,$500.00,Withdrawal,,,11/24 MOB ADJ CK 19-356716155 PER FRAUD
1187783776,712967278,General Membership,2/19/2019,54,0007,11/25/2024,1523,$10.00,Deposit,,,11/13 NATL FIN SVC LLC RETURN-UNAUTH TRANS
1187783776,712967278,General Membership,2/19/2019,54,0007,11/25/2024,1523,$10.00,Deposit,,,11/13 NATL FIN SVC LLC RETURN-UNAUTH TRANS
1187783776,712967278,General Membership,2/19/2019,54,0007,11/25/2024,1523,$10.00,Deposit,,,11/13 NATL FIN SVC LLC RETURN-UNAUTH TRANS
1187783776,712967278,General Membership,2/19/2019,54,0007,11/25/2024,1523,$10.00,Deposit,,,11/13 NATL FIN SVC LLC RETURN-UNAUTH TRANS
137850609,967291590,General Membership,3/23/2020,21,0007,11/26/2024,931,$9.99,Deposit,,,11/25 ALBERT GENIUS RETURN-UNAUTH TRANS
5685466435,495938092,General Membership,11/17/2023,32,0007,11/29/2024,1018,$38.78,Deposit,,,11/29 MIDLAND CREDIT RETURN-UNAUTH TRANS
5685466435,495938092,General Membership,11/17/2023,32,0007,11/29/2024,1018,$63.73,Deposit,,,11/29 MIDLAND CREDIT RETURN-UNAUTH TRANS
5685466435,495938092,General Membership,11/17/2023,32,0007,11/29/2024,1018,$39.78,Deposit,,,11/29 MIDLAND CREDIT RETURN-UNAUTH TRANS
7879551901,417261162,General Membership,10/31/2022,18,0000,12/2/2024,835,$500.00,Withdrawal,,,12/1 MOB DEP ADJ CK #19356716155 PER FRAUD
7879551901,417261162,General Membership,10/31/2022,18,0000,12/2/2024,836,$500.00,Withdrawal,,,12/1 MOB DEP ADJ CK #19356716155 PER FRAUD
7879551901,417261162,General Membership,10/31/2022,18,0000,12/2/2024,837,$500.00,Withdrawal,,,12/1 MOB DEP ADJ CK #19356716155 PER FRAUD
7879551901,417261162,General Membership,10/31/2022,18,0000,12/2/2024,838,$500.00,Withdrawal,,,12/1 MOB DEP ADJ CK #19356716155 PER FRAUD
7879551901,417261162,General Membership,10/31/2022,18,0007,12/2/2024,838,$500.00,Withdrawal,,,12/1 MOB DEP ADJ CK #19356716155 PER FRAUD
7879551901,417261162,General Membership,10/31/2022,18,0007,12/2/2024,839,$500.00,Withdrawal,,,12/1 MOB DEP ADJ CK #19356716155 PER FRAUD
1215110585,841102515,General Membership,5/17/2024,52,0007,12/3/2024,1357,$8.00,Deposit,,,12/3 EMPOWER INC RETURN-UNAUTH TRANS
1707279532,721536055,General Membership,12/22/1988,61,0009,12/16/2024,1609,$169.40,Deposit,,,12/9 FIRSTENERGY OPCO RETURN-UNAUTH TRANS
267500489,25795200,General Membership,5/4/2018,55,0007,12/17/2024,849,$851.00,Deposit,,,12/16 SYNCHRONY BANK RETURN-UNAUTH TRANS
2191696865,588004666,General Membership,5/18/2023,19,0007,12/18/2024,1426,$165.16,Deposit,,,12/17 ACIMA RETURN-UNAUTH TRANS
5262201695,731262046,General Membership,6/21/2022,57,0007,12/23/2024,1121,"$2,000.00",Deposit,,,REFUND UNAUTH. ZELLE CHARGES
267500489,25795200,General Membership,5/4/2018,55,0007,12/23/2024,1354,$60.00,Deposit,,,12/23 SYNCHRONY BANK RETURN-UNAUTH TRANS
540061418,872515431,General Membership,3/19/2024,49,0007,12/23/2024,1627,$290.00,Deposit,,,REFUND UNAUTH. ZELLE CHARGES
5660702311,632881375,General Membership,1/6/2021,54,0007,12/24/2024,1032,$149.99,Deposit,,,RTN LENDINGPOINT LLC UNAUTH
9439272708,394220522,General Membership,7/31/1986,75,0009,12/27/2024,1337,$300.00,Deposit,,,RTN BK OF AMER MC UNAUTH
5262201695,731262046,General Membership,6/21/2022,57,0007,1/2/2025,851,"$2,000.00",Deposit,,,REFUND UNAUTH. ZELLE CHARGES
3337068672,220324352,General Membership,8/16/1989,63,0009,1/9/2025,1147,$120.00,Deposit,,,12/27 PAYPAL RETURN-UNAUTH TRANS
5935620225,311164739,General Membership,1/6/2023,20,0007,1/14/2025,1141,$35.50,Deposit,,,1/13 WILLIAMS & FUDGE RETURN-UNAUTH TRANS
8866643115,340459944,General Membership,4/28/2021,48,0007,1/15/2025,1456,$100.00,Deposit,,,RTN PAYPAL 12/31 UNAUTH
8866643115,340459944,General Membership,4/28/2021,48,0007,1/15/2025,1456,$100.00,Deposit,,,RTN PAYPAL 12/31 UNAUTH
8866643115,340459944,General Membership,4/28/2021,48,0007,1/15/2025,1456,$100.00,Deposit,,,RTN PAYPAL 12/23 UNAUTH
8866643115,340459944,General Membership,4/28/2021,48,0007,1/15/2025,1456,$100.00,Deposit,,,RTN PAYPAL 12/23 UNAUTH
2440243180,270585964,Revocable Trust,6/3/2016,86,0007,1/15/2025,1524,$81.93,Deposit,,,1/13 ALEPPO TOWNSHIP RETURN-UNAUTH TRANS
267500489,25795200,General Membership,5/4/2018,55,0007,1/17/2025,1120,"$1,067.00",Deposit,,,1/17 SYNCHRONY BANK RETURN-UNAUTH TRANS
5660702311,632881375,General Membership,1/6/2021,54,0007,1/22/2025,1158,$149.99,Deposit,,,1/22 LENDINGPOINT LLC RETURN-UNAUTH TRANS
3337068672,220324352,General Membership,8/16/1989,63,0009,1/22/2025,1208,$80.00,Deposit,,,12/18 PAYPAL RETURN-UNAUTH TRANS
3337068672,220324352,General Membership,8/16/1989,63,0009,1/22/2025,1208,$80.00,Deposit,,,12/27 PAYPAL RETURN-UNAUTH TRANS
3337068672,220324352,General Membership,8/16/1989,63,0009,1/22/2025,1216,$50.00,Deposit,,,12/18 PAYPAL RETURN-UNAUTH TRANS
3337068672,220324352,General Membership,8/16/1989,63,0009,1/22/2025,1216,$50.00,Deposit,,,12/27 PAYPAL RETURN-UNAUTH TRANS
3337068672,220324352,General Membership,8/16/1989,63,0009,1/22/2025,1228,$4.00,Deposit,,,12/18 PAYPAL RETURN-UNAUTH TRANS
3337068672,220324352,General Membership,8/16/1989,63,0009,1/22/2025,1254,$24.00,Deposit,,,12/27 PAYPAL RETURN-UNAUTH TRANS
3337068672,220324352,General Membership,8/16/1989,63,0009,1/22/2025,1254,$70.00,Deposit,,,12/27 PAYPAL RETURN-UNAUTH TRANS
6410933455,531648590,General Membership,12/19/2022,27,0007,1/27/2025,826,$49.81,Deposit,,,RTN DUQUESNE LIGHT UNAUTH
262460221,676454698,General Membership,9/26/2018,66,0007,1/27/2025,829,$240.00,Deposit,,,PAYPAL 1/27 UNAUTH
895888990,58279142,General Membership,2/25/2022,55,0007,1/29/2025,956,$495.73,Withdrawal,,,1/28 MOB DEP RET PER FRAUD DEPT
895888990,58279142,General Membership,2/25/2022,55,0007,1/29/2025,956,$495.73,Withdrawal,,,1/28 MOB DEP RET PER FRAUD DEPT
7452387525,154657658,General Membership,11/1/2001,24,0007,1/30/2025,1354,$14.99,Deposit,,,12/2 ALBERT GENIUS RETURN-UNAUTH TRANS
7452387525,154657658,General Membership,11/1/2001,24,0007,1/30/2025,1357,$14.99,Deposit,,,12/31 ALBERT GENIUS RETURN-UNAUTH TRANS
7452387525,154657658,General Membership,11/1/2001,24,0007,1/30/2025,1359,$14.99,Deposit,,,1/29 ALBERT GENIUS RETURN-UNAUTH TRANS
5727687820,697196787,General Membership,11/14/2022,40,0007,1/31/2025,1336,$42.06,Deposit,,,1/31 SNAP FINANCE RETURN-UNAUTH TRANS
5762455312,751698911,General Membership,1/15/2021,31,0007,2/5/2025,1556,$409.30,Deposit,,,1/29 GM FINANCIAL RETURN-UNAUTH TRANS
5762455312,751698911,General Membership,1/15/2021,31,0007,2/5/2025,1556,$409.30,Deposit,,,1/14 GM FINANCIAL RETURN-UNAUTH TRANS
5762455312,751698911,General Membership,1/15/2021,31,0007,2/5/2025,1608,$520.06,Deposit,,,1/29 GEICO RETURN-UNAUTH TRANS
5762455312,751698911,General Membership,1/15/2021,31,0007,2/5/2025,1608,"$1,035.12",Deposit,,,1/16 GEICO RETURN-UNAUTH TRANS
5762455312,751698911,General Membership,1/15/2021,31,0007,2/5/2025,1618,$129.05,Deposit,,,1/29 COMCAST RETURN-UNAUTH TRANS
5762455312,751698911,General Membership,1/15/2021,31,0007,2/5/2025,1618,$65.90,Deposit,,,1/21 COMCAST RETURN-UNAUTH TRANS
5762455312,751698911,General Membership,1/15/2021,31,0007,2/5/2025,1622,$389.00,Deposit,,,1/28 PEOPLES NATURAL RETURN-UNAUTH TRANS
6327376510,706815935,General Membership,5/22/2020,48,0007,2/6/2025,1102,$56.86,Deposit,,,2/5 TERMINIX RETURN-UNAUTH TRANS
4705533522,162349726,General Membership,7/21/2023,56,0007,2/14/2025,914,$106.99,Deposit,,,RTN PAYPAL 2/10 UNAUTH
1494709110,466123478,General Membership,6/24/2022,35,7.0,2/18/2025,1013,"$1,940.00",Deposit,,,REFUND UNAUTHORIZED ZELLE CHARGES
2191696865,588004666,General Membership,5/18/2023,19,7.0,2/18/2025,1347,$88.20,Deposit,,,RTN PROGRESSIVELEASE 2/7 UNAUTH
2191696865,588004666,General Membership,5/18/2023,19,7.0,2/18/2025,1350,$88.20,Deposit,,,RTN PROGRESSIVELEASE 1/27 UNAUTH
6593258606,815751378,General Membership,9/3/2008,19,0.0,2/20/2025,1035,$750.00,Withdrawal,,,02/19 MOBILE DEPOSIT RETURN PER FRAUD DEPT
6593258606,815751378,General Membership,9/3/2008,19,7.0,2/20/2025,1036,$750.00,Withdrawal,,,02/19 MOBILE DEPOSIT RETURN PER FRAUD DEPT
6410933455,531648590,General Membership,12/19/2022,27,7.0,2/21/2025,1430,$133.58,Deposit,,,RTN DUQUESNE LIGHT UNAUTH
1494709110,466123478,General Membership,6/24/2022,35,7.0,2/24/2025,1018,"$2,000.00",Deposit,,,RTN CARDMEMBER SERV UNAUTH
7250780878,38069572,General Membership,1/13/2012,72,7.0,2/24/2025,1035,"$1,499.10",Withdrawal,,,2/21 MOB DEP ADJ CK #1609996010 RET FRAUD
7250780878,38069572,General Membership,1/13/2012,72,7.0,2/24/2025,1037,$999.10,Withdrawal,,,2/22 MOB DEP ADJ CK #1609996720 RET FRAUD
7250780878,38069572,General Membership,1/13/2012,72,0.0,2/24/2025,1039,$999.10,Withdrawal,,,2/22 MOB DEP ADJ CK#1609996746 RET FRAUD
7250780878,38069572,General Membership,1/13/2012,72,7.0,2/24/2025,1041,$500.00,Withdrawal,,,2/24 MOB DEP CK#1609996748 RET PER FRAUD
7250780878,38069572,General Membership,1/13/2012,72,0.0,2/24/2025,1042,$500.00,Withdrawal,,,2/24 MOB DEP CK #1609996749 RET PER FRAUD
5983697494,121572888,General Membership,8/18/2022,37,7.0,2/25/2025,1050,$119.52,Deposit,,,RTN CAPITAL ONE UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1310,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1320,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$50.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$100.00,Deposit,,,RTN BETRIVERS UNAUTH
6266231605,287079792,General Membership,2/22/2014,56,8.0,2/26/2025,1328,$100.00,Deposit,,,RTN BETRIVERS UNAUTH
6327376510,706815935,General Membership,5/22/2020,48,7.0,3/3/2025,1157,$30.99,Deposit,,,3/3 EARNIN RETURN-UNAUTH TRANS
6327376510,706815935,General Membership,5/22/2020,48,7.0,3/3/2025,1157,$155.99,Deposit,,,3/3 EARNIN RETURN-UNAUTH TRANS
6327376510,706815935,General Membership,5/22/2020,48,7.0,3/3/2025,1157,$128.99,Deposit,,,3/3 EARNIN RETURN-UNAUTH TRANS
8957583791,956649711,General Membership,6/5/2019,61,7.0,3/5/2025,1539,$2.99,Deposit,,,RTN PAYPAL 2/24 UNAUTH
8957583791,956649711,General Membership,6/5/2019,61,7.0,3/5/2025,1539,$2.13,Deposit,,,RTN PAYPAL 2/24 UNAUTH
